ссылаться_VERB	refer_NOUN
улыбка_NOUN	smile_NOUN
причина_NOUN	reason_NOUN
диаспор_NOUN	diaspora_NOUN
законодательный_ADJ	legislative_ADJ
теплица_NOUN	greenhouse_NOUN
няня_NOUN	babysitter_NOUN
дешифровка_NOUN	decipherment_NOUN
ориентир_NOUN	benchmark_NOUN
домашний_ADJ	home_NOUN
переиздать_VERB	reprint_VERB
соматический_ADJ	somatic_ADJ
широкий_ADJ	broad_ADJ
фейерверк_NOUN	firework_NOUN
линька_NOUN	molt_VERB
хранилище_NOUN	storage_NOUN
внебрачный_ADJ	extramarital_ADJ
общий_ADJ	full_ADJ
клавиша_NOUN	key_NOUN
реформа_NOUN	reform_NOUN
дерево_NOUN	tree_NOUN
опустынивание_NOUN	desertification_NOUN
домой_ADV	home_NOUN
разведение_NOUN	breed_VERB
аутентификация_NOUN	authenticate_VERB
феминизм_NOUN	feminism_NOUN
стеллаж_NOUN	rack_NOUN
ехать_VERB	go_VERB
криминология_NOUN	criminology_NOUN
значительный_ADJ	significant_ADJ
нервно_ADV	nervously_ADV
новость_NOUN	story_NOUN
башмачок_NOUN	cypripedium_NOUN
трансфер_NOUN	transfer_NOUN
сцепление_NOUN	adhesion_NOUN
молния_NOUN	light_VERB
проект_NOUN	project_NOUN
коронация_NOUN	coronation_NOUN
бить_VERB	beat_NOUN
кес_NOUN	ke_NOUN
оздоровительный_ADJ	wellness_NOUN
начаться_VERB	begin_VERB
последствие_NOUN	effect_NOUN
вагон_NOUN	carriage_NOUN
дуализм_NOUN	dualism_NOUN
пенс_NOUN	pence_NOUN
слать_VERB	sly_ADV
колено_VERB	knee_NOUN
мемориал_NOUN	memorial_NOUN
посылка_NOUN	parcel_NOUN
гемолитический_ADJ	hemolytic_ADJ
мемуарист_NOUN	memoirist_NOUN
гнездо_NOUN	nest_NOUN
рукопись_NOUN	manuscript_NOUN
старший_NOUN	elder_ADJ
пройти_VERB	pass_NOUN
соответственно_ADV	correspondingly_ADV
руководитель_NOUN	leader_NOUN
палуба_NOUN	deck_VERB
искушение_NOUN	temptation_NOUN
геологически_ADV	geologically_ADV
разворот_NOUN	centerfold_NOUN
недопустимо_ADV	unacceptable_ADJ
плавать_VERB	swim_NOUN
плач_NOUN	cry_VERB
престольный_ADJ	patronal_ADJ
злоба_NOUN	malice_NOUN
благотворительный_ADJ	charitable_ADJ
свобода_NOUN	freedom_NOUN
нести_VERB	carry_VERB
проспект_NOUN	prospect_VERB
назначить_VERB	appoint_VERB
вставка_NOUN	paste_VERB
вечеринка_NOUN	party_NOUN
объем_NOUN	volume_NOUN
светский_ADJ	secular_ADJ
мис_NOUN	iia_NOUN
расширить_VERB	advance_ADJ
начало_NOUN	begin_VERB
радар_NOUN	radar_NOUN
снайпер_NOUN	sniper_NOUN
папоротник_NOUN	fern_NOUN
опасть_VERB	opal_ADJ
макрофаг_NOUN	macrophage_NOUN
аист_NOUN	stork_NOUN
фокус_NOUN	trick_VERB
шашки_NOUN	checker_NOUN
геоморфология_NOUN	geomorphology_NOUN
строитель_NOUN	builder_NOUN
истребление_NOUN	extermination_NOUN
пожарный_ADJ	firefighter_NOUN
наречие_NOUN	adverb_NOUN
открытость_NOUN	openness_NOUN
несколько_ADV	multiple_ADJ
призер_NOUN	prizewinner_NOUN
презрительно_ADV	contemptuously_ADV
перевозчик_NOUN	transporter_NOUN
генеалогия_NOUN	genealogy_NOUN
исполнять_VERB	execute_VERB
величество_NOUN	majesty_NOUN
ломать_VERB	break_VERB
инновационный_ADJ	innovative_ADJ
шарик_NOUN	balloon_NOUN
произведение_NOUN	product_NOUN
страдать_VERB	suffer_VERB
соблазн_NOUN	temptation_NOUN
буксировать_VERB	tow_VERB
дом_NOUN	home_NOUN
джаред_NOUN	jar_VERB
проливо_NOUN	strait_NOUN
диагностический_ADJ	diagnostic_ADJ
бездумно_ADV	mindlessly_ADV
мигрант_NOUN	migrant_ADJ
утешение_NOUN	comfort_VERB
арифметика_NOUN	arithmetic_ADJ
фарс_NOUN	farce_NOUN
динамично_ADV	dynamic_ADJ
башня_NOUN	tower_NOUN
мс_NOUN	im_NOUN
совпасть_VERB	coincide_VERB
либерал_NOUN	liberal_NOUN
премьер_NOUN	prime_ADJ
версия_NOUN	version_NOUN
пресс_NOUN	press_NOUN
репортер_NOUN	reporter_NOUN
остановить_VERB	unstoppable_ADJ
перевешивать_VERB	outweigh_NOUN
гаваец_NOUN	hawaiian_NOUN
лепешка_NOUN	tortilla_NOUN
расширить_VERB	expand_VERB
участник_NOUN	member_NOUN
забег_VERB	sprint_NOUN
слушатель_NOUN	trainee_NOUN
приятный_ADJ	pleasant_ADJ
меморандум_NOUN	memorandum_NOUN
лас_NOUN	la_NOUN
инициировать_VERB	initiate_VERB
порог_NOUN	rapid_NOUN
прихожанин_NOUN	parishioner_NOUN
дистиллировать_VERB	distil_VERB
приглашение_NOUN	invite_VERB
графически_ADV	graphically_ADV
фосфид_NOUN	phosphide_NOUN
нетерпение_NOUN	eagerly_ADV
перенаправлять_VERB	redirect_NOUN
ужесточение_NOUN	tighten_VERB
ферментация_NOUN	fermentation_NOUN
хронологически_ADV	chronologically_ADV
классически_ADV	classically_ADV
интенсивный_ADJ	intensive_ADJ
клерк_NOUN	clerk_VERB
футурист_NOUN	futurist_NOUN
буквально_ADV	literal_ADJ
временный_ADJ	temporary_ADJ
графство_NOUN	county_NOUN
пренебрежительно_ADV	disparage_VERB
средний_ADJ	median_ADJ
сложность_NOUN	complication_NOUN
контрацепция_NOUN	contraception_NOUN
синода_NOUN	synod_NOUN
функционер_NOUN	functionary_NOUN
космонавт_NOUN	spaceman_NOUN
полностью_ADV	completely_ADV
потепление_NOUN	war_VERB
точка_NOUN	dot_NOUN
майский_ADJ	maypole_NOUN
утка_NOUN	duck_VERB
педиатрический_ADJ	paediatric_ADJ
сербский_ADJ	serbian_ADJ
скачок_NOUN	leap_VERB
хирург_NOUN	surgeon_NOUN
хребет_NOUN	ridge_NOUN
мутант_NOUN	mutant_ADJ
татуировка_NOUN	tattoo_NOUN
лекция_NOUN	lecture_NOUN
вязкость_NOUN	viscosity_NOUN
ссылка_NOUN	link_NOUN
почтальон_NOUN	postman_NOUN
боб_NOUN	bob_NOUN
журналистка_NOUN	journalist_NOUN
динамично_ADV	dynamically_ADV
япония_NOUN	japanese_NOUN
аллюзия_NOUN	allusion_NOUN
пособие_NOUN	allowance_NOUN
остатки_NOUN	remnant_NOUN
переход_NOUN	transition_NOUN
миниатюра_NOUN	miniature_NOUN
правша_NOUN	righty_NOUN
бегун_NOUN	runner_NOUN
адаптация_NOUN	adapt_VERB
карбоновый_ADJ	carboxylic_ADJ
жандарм_NOUN	gendarme_NOUN
оружие_NOUN	gun_NOUN
ослепить_VERB	blind_VERB
мелодия_NOUN	melody_NOUN
консультативный_ADJ	advisory_NOUN
овощ_NOUN	vegetable_NOUN
архив_NOUN	archive_VERB
вмешательство_NOUN	interference_NOUN
разрешение_NOUN	authorization_NOUN
обломок_NOUN	wreckage_NOUN
красть_VERB	steal_NOUN
консул_NOUN	consul_NOUN
предпринимательство_NOUN	entrepreneurial_ADJ
агломерация_NOUN	agglomeration_NOUN
паутина_NOUN	cobweb_NOUN
рь_NOUN	rei_NOUN
святой_NOUN	saint_NOUN
злодей_NOUN	villain_NOUN
слушатель_NOUN	listener_NOUN
обеспокоить_VERB	worry_VERB
опаздывать_VERB	late_ADV
комиссия_NOUN	commission_NOUN
витамин_NOUN	vitamin_NOUN
иезуит_NOUN	jesuit_NOUN
викарий_NOUN	curate_VERB
структурализм_NOUN	structuralism_NOUN
бессточный_ADJ	endorheic_ADJ
арбитраж_NOUN	arbitration_NOUN
движение_NOUN	motion_NOUN
загрязнить_VERB	contaminate_VERB
химия_NOUN	chemistry_NOUN
лига_NOUN	league_NOUN
несправедливость_NOUN	unfair_ADJ
бозон_NOUN	boson_NOUN
тайна_NOUN	secret_NOUN
сорняк_NOUN	weed_NOUN
могила_NOUN	tomb_NOUN
раствор_NOUN	solution_NOUN
сумасшедший_NOUN	crazy_NOUN
надбавка_NOUN	allowance_NOUN
наблюдение_NOUN	observe_VERB
мокрота_NOUN	sputum_NOUN
качественный_ADJ	qualitative_ADJ
отрывок_NOUN	passage_NOUN
нездоровый_ADJ	unhealthy_ADJ
ящерица_NOUN	lizard_NOUN
авиалиния_NOUN	airline_NOUN
оптимально_ADV	optimally_ADV
злоупотребление_NOUN	abusive_ADJ
гиена_NOUN	hyena_NOUN
перемена_NOUN	change_NOUN
ссора_NOUN	altercation_NOUN
геоцентрический_ADJ	geocentric_ADJ
сигнал_NOUN	signal_NOUN
господство_NOUN	dominance_NOUN
аккаунта_NOUN	account_NOUN
евродэнс_NOUN	eurodance_NOUN
согласование_NOUN	harmonization_NOUN
власть_NOUN	authority_NOUN
экологический_ADJ	ecologic_ADJ
личный_ADJ	personal_ADJ
сжигание_NOUN	incineration_NOUN
велосипед_NOUN	bicycle_NOUN
избиратель_NOUN	elector_NOUN
метастаз_NOUN	met_NOUN
гадание_NOUN	divination_NOUN
шоколад_NOUN	chocolate_NOUN
интеллектуально_ADV	intellectually_ADV
избежание_NOUN	avoid_VERB
северный_ADJ	north_ADV
парламентский_ADJ	parliamentary_ADJ
кондитерская_NOUN	confectionery_NOUN
поджанр_NOUN	subgenre_NOUN
бронирование_NOUN	reservation_NOUN
северный_ADJ	nordic_ADJ
искра_NOUN	spark_NOUN
жених_NOUN	fiance_NOUN
пирсинг_NOUN	piercing_NOUN
процветать_VERB	thrive_VERB
негодяй_ADV	scoundrel_NOUN
помочь_VERB	help_VERB
возмездие_NOUN	retaliation_NOUN
двуязычие_NOUN	bilingualism_NOUN
штрафовать_VERB	fin_VERB
торговый_ADJ	trade_VERB
осуждение_NOUN	condemnation_NOUN
разный_ADJ	miscellaneous_ADJ
беатифицировать_VERB	beatify_VERB
спамер_NOUN	spammer_NOUN
механически_ADV	mechanically_ADV
микстейп_NOUN	mixtape_NOUN
подкупить_VERB	bribe_VERB
происходить_VERB	happen_VERB
ставка_NOUN	rate_NOUN
запретить_VERB	proscribe_VERB
рог_NOUN	horn_VERB
понятие_NOUN	notion_NOUN
оборот_NOUN	rev_NOUN
редут_NOUN	redoubt_NOUN
наставление_NOUN	manual_NOUN
сбор_NOUN	fee_NOUN
оккупация_NOUN	occupation_NOUN
тишина_NOUN	silence_NOUN
ком_NOUN	coma_NOUN
сурка_NOUN	marmot_NOUN
живить_VERB	revive_VERB
съезд_NOUN	congress_NOUN
вознаграждение_NOUN	reward_NOUN
металл_NOUN	metal_NOUN
осада_NOUN	siege_NOUN
конфисковывать_VERB	impound_VERB
тихо_ADV	quietly_ADV
таинство_NOUN	sacrament_NOUN
детерминизм_NOUN	determinism_NOUN
лепка_NOUN	sculpt_VERB
кормить_VERB	feed_NOUN
разграбление_NOUN	pillage_VERB
помогать_VERB	assist_NOUN
агрессивно_ADV	aggressive_ADJ
позволять_VERB	let_NOUN
фургон_NOUN	van_NOUN
истощение_NOUN	depletion_NOUN
демократия_NOUN	democracy_NOUN
продавать_VERB	sell_NOUN
онтологический_ADJ	ontological_ADJ
поражение_NOUN	lesion_NOUN
межрегиональный_ADJ	interregional_ADJ
многочлен_NOUN	polynomial_NOUN
общинный_ADJ	communal_ADJ
борозд_NOUN	furrow_NOUN
шашлык_NOUN	kebab_NOUN
пауза_NOUN	pause_NOUN
промыть_VERB	rinse_VERB
добровольно_ADV	willingly_ADV
видеозапись_NOUN	videotape_NOUN
прогрессировать_VERB	progress_NOUN
вице_NOUN	vice_NOUN
сабель_NOUN	saber_NOUN
жена_NOUN	wife_NOUN
дятел_NOUN	woodpecker_NOUN
звонок_NOUN	call_NOUN
ракетка_NOUN	racket_NOUN
подъем_NOUN	rise_NOUN
завысить_VERB	inflate_VERB
закончить_VERB	finish_VERB
социология_NOUN	sociology_NOUN
багаж_NOUN	baggage_NOUN
голосовать_VERB	vote_VERB
сука_NOUN	bitch_NOUN
содержание_NOUN	content_NOUN
приют_NOUN	shelter_NOUN
акт_NOUN	act_NOUN
реализм_NOUN	realism_NOUN
мораторий_NOUN	moratorium_NOUN
гибкий_ADJ	flexible_ADJ
пункт_NOUN	paragraph_NOUN
опечатка_NOUN	typo_NOUN
включать_VERB	include_VERB
отдельно_ADV	separately_ADV
журналист_NOUN	journalist_NOUN
косвенно_ADV	implicitly_ADV
шаманизм_NOUN	shamanism_NOUN
эмпирический_ADJ	empirical_ADJ
схватка_NOUN	contraction_NOUN
сепаратист_NOUN	separatist_NOUN
жертва_NOUN	victim_NOUN
жадно_ADV	greedily_ADV
личный_ADJ	private_ADJ
принять_VERB	take_VERB
лица_NOUN	lyceum_NOUN
слиток_NOUN	bullion_NOUN
стимуляция_NOUN	stimulation_NOUN
каннибализм_NOUN	cannibalism_NOUN
сопровождение_NOUN	maintainer_NOUN
нож_NOUN	stab_VERB
битник_NOUN	beatnik_NOUN
напряженно_ADV	intense_ADJ
порошок_NOUN	powder_NOUN
хиппи_NOUN	hippy_NOUN
зритель_NOUN	spectator_NOUN
крайне_ADV	extremely_ADV
жестко_ADV	hard_ADJ
молдаванин_NOUN	moldovan_NOUN
смотреть_VERB	depend_VERB
выгодный_ADJ	profitable_ADJ
эмигрант_NOUN	emigrant_NOUN
большевизм_NOUN	bolshevism_NOUN
лимон_NOUN	lemon_NOUN
простить_VERB	forgive_VERB
платить_VERB	pa_VERB
бездействие_NOUN	inactivity_NOUN
вычислить_VERB	compute_VERB
развитие_NOUN	development_NOUN
легион_NOUN	legion_NOUN
правка_NOUN	edit_NOUN
куба_ADJ	cube_NOUN
отмывание_NOUN	launder_VERB
маркер_NOUN	bullet_NOUN
ухудшение_NOUN	deteriorate_VERB
взгляд_NOUN	stare_NOUN
истечение_NOUN	expiration_NOUN
надувный_ADJ	bouncy_NOUN
счетчик_NOUN	meter_NOUN
забавный_ADJ	funny_NOUN
подтверждать_VERB	reaffirm_VERB
наличие_NOUN	stock_VERB
изделие_NOUN	article_NOUN
полдень_NOUN	midday_NOUN
сексология_NOUN	sexology_NOUN
итальянец_NOUN	italian_ADJ
гвардеец_NOUN	guardsman_NOUN
доска_NOUN	plank_NOUN
исправительно_ADV	corrective_ADJ
отвечать_VERB	respond_NOUN
деятель_NOUN	personality_NOUN
современность_NOUN	modernity_NOUN
кинжал_NOUN	dagger_NOUN
налог_NOUN	tax_NOUN
коридор_NOUN	corridor_NOUN
разрыв_NOUN	rupture_NOUN
живописный_ADJ	scenic_ADJ
дед_NOUN	grandfather_NOUN
пища_NOUN	food_NOUN
амортизация_NOUN	depreciation_NOUN
салфетка_NOUN	wipe_NOUN
коэффициент_NOUN	factor_NOUN
гигабайт_NOUN	gigabyte_NOUN
эластичность_NOUN	elasticity_NOUN
ведьма_NOUN	witch_NOUN
казаться_VERB	seem_VERB
наступление_NOUN	offensive_ADJ
учитывать_VERB	consider_VERB
дуга_NOUN	arc_NOUN
тройка_NOUN	three_NOUN
мама_NOUN	mom_NOUN
индеец_NOUN	indian_ADJ
перл_VERB	pearl_NOUN
чек_NOUN	check_VERB
кузов_NOUN	bodywork_NOUN
конфискация_NOUN	confiscation_NOUN
арендатор_NOUN	renter_NOUN
гость_NOUN	guest_NOUN
примитивный_ADJ	primitive_ADJ
кас_NOUN	ka_NOUN
недавний_NOUN	recent_ADJ
адепт_NOUN	peddler_NOUN
импульс_NOUN	pulse_VERB
присоединиться_VERB	join_VERB
печать_NOUN	print_NOUN
преобразование_NOUN	conversion_NOUN
чайник_NOUN	kettle_NOUN
перестроить_VERB	rebuild_VERB
беатификация_NOUN	beatification_NOUN
афера_NOUN	scam_NOUN
инициализация_NOUN	initialize_VERB
рамка_NOUN	frame_NOUN
контрпример_NOUN	counterexample_NOUN
принятие_NOUN	adoption_NOUN
отвратительно_ADV	disgust_VERB
тема_NOUN	subject_VERB
канализация_NOUN	sewage_NOUN
маркер_NOUN	marker_NOUN
гордыня_NOUN	pride_NOUN
настаивать_VERB	insist_VERB
заключенный_NOUN	prisoner_NOUN
химически_ADV	chemically_ADV
привязанность_NOUN	attachment_NOUN
демократизация_NOUN	democratize_VERB
либерализация_NOUN	liberalisation_NOUN
партизанский_ADJ	partisan_ADJ
предатель_NOUN	traitor_NOUN
точный_ADJ	exact_VERB
рецептор_NOUN	receptor_NOUN
бросать_VERB	sketch_VERB
дирижабль_NOUN	airship_NOUN
киста_NOUN	cyst_NOUN
больно_ADV	painful_ADJ
туберкулез_NOUN	tb_NOUN
рыцарство_NOUN	knighthood_NOUN
сноуборд_NOUN	snowboard_VERB
чисто_ADV	pure_NOUN
гиперболический_ADJ	hyperbolic_ADJ
левша_NOUN	lefty_NOUN
запрет_NOUN	ban_NOUN
невинность_NOUN	innocence_NOUN
переводить_VERB	translate_NOUN
украшение_NOUN	ornament_NOUN
территориальный_ADJ	territorial_ADJ
петух_NOUN	cock_VERB
ритор_NOUN	rhetorician_NOUN
темп_NOUN	pace_NOUN
натурализация_NOUN	naturalization_NOUN
пластиковый_ADJ	plastic_ADJ
соперник_NOUN	rival_ADJ
вложить_VERB	invest_VERB
психиатр_NOUN	psychiatrist_NOUN
глупо_ADJ	silly_ADV
оправдание_NOUN	excuse_NOUN
серьезность_NOUN	seriousness_NOUN
заявлять_VERB	state_VERB
триумфальный_ADJ	triumphal_ADJ
палеарктика_NOUN	palaearctic_ADJ
счастье_NOUN	happiness_NOUN
расход_NOUN	cost_NOUN
ускорение_NOUN	acceleration_NOUN
лантан_NOUN	lanthanum_NOUN
актриса_NOUN	actress_NOUN
эстакада_NOUN	flyover_NOUN
школа_NOUN	school_NOUN
предприятие_NOUN	enterprise_NOUN
колбаса_NOUN	sausage_NOUN
определение_NOUN	definition_NOUN
эвакуация_NOUN	evacuation_NOUN
положительный_ADJ	positive_NOUN
расширить_VERB	enlarge_VERB
ролик_NOUN	reel_NOUN
совершенно_ADV	totally_ADV
бастион_NOUN	bastion_NOUN
коллекционный_ADJ	collectible_NOUN
проверить_VERB	check_VERB
работоспособность_NOUN	operability_NOUN
проблема_NOUN	issue_NOUN
изнасиловать_VERB	rape_VERB
мазка_NOUN	swab_NOUN
вентилятор_NOUN	fan_NOUN
обаяние_NOUN	charm_NOUN
коготь_NOUN	talon_NOUN
горшок_NOUN	potty_NOUN
луч_NOUN	ray_NOUN
искажение_NOUN	distortion_NOUN
оратор_NOUN	speaker_NOUN
сексуальный_ADJ	sexual_ADJ
стрекоза_NOUN	dragonfly_NOUN
концессия_NOUN	concession_NOUN
мнение_NOUN	view_NOUN
шелк_NOUN	silk_NOUN
обработать_ADJ	process_VERB
капитал_NOUN	capital_NOUN
законодатель_NOUN	legislator_NOUN
виртуоза_NOUN	virtuoso_NOUN
канализация_NOUN	sewerage_NOUN
мамочка_NOUN	mommy_NOUN
причал_NOUN	berth_NOUN
инквизитор_NOUN	inquisitor_NOUN
фигурист_NOUN	skater_NOUN
судить_VERB	condemn_VERB
авторитет_NOUN	credibility_NOUN
доход_NOUN	income_NOUN
завершить_VERB	finish_VERB
тщательно_ADV	thoroughly_ADV
догадаться_VERB	guess_VERB
секрет_NOUN	secret_NOUN
ботинок_NOUN	boot_NOUN
ион_NOUN	ion_NOUN
реалия_NOUN	reality_NOUN
погром_NOUN	pogrom_NOUN
конкретный_ADJ	concrete_ADJ
метафорически_ADV	metaphorically_ADV
функционирование_NOUN	function_VERB
чувствовать_VERB	felt_NOUN
телеметрия_NOUN	telemetry_NOUN
мех_NOUN	mech_NOUN
устареть_VERB	obsolete_ADJ
бокал_NOUN	glass_NOUN
бессознательный_ADJ	unconsciousness_NOUN
военнопленный_NOUN	pow_NOUN
шутка_NOUN	joke_NOUN
стер_NOUN	erase_VERB
талер_NOUN	thaler_NOUN
сметь_ADJ	replaceable_ADJ
жидкость_NOUN	fluid_NOUN
чистый_ADJ	net_VERB
умножение_NOUN	multiplication_NOUN
благотворительный_ADJ	charity_NOUN
лекарство_NOUN	med_NOUN
дружественный_ADJ	friendly_ADJ
гордость_NOUN	pride_NOUN
юрист_NOUN	lawyer_NOUN
выбирать_VERB	choose_VERB
набрать_VERB	recruit_VERB
распад_NOUN	disintegration_NOUN
обречь_ADJ	doom_VERB
идиот_NOUN	idiot_NOUN
кульминация_NOUN	culmination_NOUN
решимость_NOUN	determination_NOUN
ведущий_ADJ	lead_NOUN
заседание_NOUN	session_NOUN
декабрь_NOUN	dec_NOUN
вращение_NOUN	rotate_VERB
удивление_NOUN	astonishment_NOUN
полифоние_NOUN	polyphony_NOUN
связка_NOUN	bundle_NOUN
непреднамеренно_ADV	unintentionally_ADV
мораль_NOUN	moral_ADJ
катакомба_NOUN	catacomb_NOUN
сеть_NOUN	network_VERB
сульфид_NOUN	sulfide_NOUN
коктейль_NOUN	cocktail_NOUN
шакал_NOUN	jackal_ADJ
рычаг_NOUN	leverage_NOUN
незнакомец_NOUN	stranger_NOUN
удержание_NOUN	retention_NOUN
закуска_NOUN	refreshment_NOUN
желать_VERB	taker_NOUN
блокировать_VERB	block_VERB
долг_NOUN	debt_NOUN
ловец_NOUN	catcher_NOUN
мелкий_ADJ	minor_ADJ
умный_ADJ	smarter_ADJ
уста_NOUN	mouth_NOUN
экуменизм_NOUN	ecumenism_NOUN
редактор_NOUN	editor_NOUN
брак_NOUN	marriage_NOUN
деспотизм_NOUN	despotism_NOUN
торговец_NOUN	merchant_NOUN
ученый_NOUN	scientist_NOUN
закрыть_ADJ	enclose_VERB
радий_NOUN	radium_NOUN
двойник_NOUN	doppelganger_NOUN
статус_NOUN	status_NOUN
тенденция_NOUN	trend_NOUN
яичко_ADV	testicle_NOUN
авторитетный_ADJ	authoritative_ADJ
жениться_VERB	marry_VERB
пленум_NOUN	plenum_NOUN
этнографический_ADJ	ethnographic_ADJ
вычитание_NOUN	subtraction_NOUN
полуфинал_NOUN	semifinal_ADJ
безвестность_NOUN	obscurity_NOUN
скромный_ADJ	humble_ADJ
формальность_NOUN	formality_NOUN
пятница_NOUN	friday_NOUN
художник_NOUN	artist_NOUN
торт_NOUN	cake_VERB
вылечить_VERB	cure_VERB
обогащение_NOUN	enrich_VERB
водопад_NOUN	waterfall_NOUN
тик_NOUN	tic_ADJ
дебаты_NOUN	debate_VERB
диакритический_ADJ	diacritical_ADJ
животное_NOUN	animal_NOUN
тиб_NOUN	tib_NOUN
правозащитник_NOUN	defender_NOUN
крестить_VERB	baptize_VERB
стена_NOUN	wall_NOUN
ковер_NOUN	rug_NOUN
снабжение_NOUN	supply_NOUN
испытание_NOUN	test_NOUN
предательство_NOUN	treachery_NOUN
неразумно_ADJ	unreasonable_ADJ
литва_NOUN	lithuanian_ADJ
довод_NOUN	argument_NOUN
микроэлемент_NOUN	micronutrient_ADJ
наличие_NOUN	availability_NOUN
саентолог_NOUN	scientologist_NOUN
рев_NOUN	revue_NOUN
препятствовать_VERB	impede_VERB
смесь_NOUN	mixture_NOUN
мгновение_NOUN	instant_ADJ
научный_ADJ	scientific_ADJ
город_NOUN	city_NOUN
синтетический_ADJ	synthetic_ADJ
хореографический_ADJ	choreographic_ADJ
неизбежный_ADJ	inescapable_ADJ
производная_NOUN	derivative_NOUN
виньетка_NOUN	vignette_NOUN
предупреждение_NOUN	war_VERB
раздражение_NOUN	annoyance_NOUN
частный_ADJ	private_ADJ
сходиться_VERB	converge_NOUN
катушка_NOUN	coil_NOUN
приличие_NOUN	decorum_NOUN
лакей_NOUN	footman_NOUN
эхо_NOUN	echo_NOUN
органически_ADV	organically_ADV
распространение_NOUN	distribution_NOUN
потребитель_NOUN	consumer_NOUN
прекращение_NOUN	cessation_NOUN
способность_NOUN	capacity_NOUN
поздравлять_VERB	congratulation_NOUN
родитель_NOUN	parent_NOUN
мамочка_NOUN	mummy_NOUN
цена_NOUN	price_NOUN
отдавать_VERB	give_VERB
ягода_NOUN	berry_NOUN
реанимация_NOUN	resuscitation_NOUN
суккулент_NOUN	succulent_NOUN
расти_VERB	grow_VERB
судовладелец_NOUN	shipowner_NOUN
посмертно_ADV	posthumously_ADV
слабительный_ADJ	laxative_NOUN
процветать_VERB	prosper_VERB
резервист_NOUN	reservist_NOUN
врач_NOUN	doctor_NOUN
умереть_NOUN	decease_VERB
стихи_NOUN	poem_NOUN
оптимально_ADV	optimum_ADJ
взаимность_NOUN	mutuality_NOUN
старатель_NOUN	digger_NOUN
обход_NOUN	circumvention_NOUN
внук_NOUN	grandson_NOUN
жидкость_NOUN	liquid_NOUN
выпустить_VERB	issue_VERB
уведомить_VERB	notify_VERB
культ_NOUN	cult_NOUN
дерматология_NOUN	dermatology_NOUN
микрофон_NOUN	mic_ADJ
палатальный_ADJ	palatal_ADJ
винт_NOUN	propeller_NOUN
мягко_ADV	gently_ADV
взаимно_ADV	mutually_ADV
резьба_NOUN	carve_VERB
синяк_NOUN	bruise_VERB
ошибка_NOUN	bug_NOUN
сравнение_NOUN	comparison_NOUN
интенсивный_ADJ	intense_ADJ
кобыла_NOUN	mare_NOUN
рисковать_VERB	risk_VERB
утверждать_VERB	claim_VERB
описать_VERB	describe_VERB
девушка_NOUN	girl_NOUN
сгруппировать_VERB	group_VERB
султан_NOUN	sultan_NOUN
аллигатор_NOUN	alligator_NOUN
стать_NOUN	article_NOUN
ускоритель_NOUN	accelerator_NOUN
ухудшиться_VERB	deteriorate_VERB
картина_NOUN	paint_VERB
классический_ADJ	classic_ADJ
поэтому_ADV	therefore_ADV
скула_NOUN	cheekbone_NOUN
обстрел_VERB	shell_VERB
окислитель_NOUN	oxidant_NOUN
вырезка_NOUN	clipping_NOUN
находчивость_NOUN	resourcefulness_NOUN
шприц_NOUN	syringe_NOUN
танкер_NOUN	tanker_NOUN
поток_NOUN	stream_NOUN
назад_ADV	back_ADV
бить_VERB	punch_VERB
убедительный_ADJ	conclusive_ADJ
принуждение_NOUN	coerce_VERB
рецидив_VERB	relapse_VERB
кантон_NOUN	canton_NOUN
карлик_NOUN	midget_NOUN
неподвижность_NOUN	immobility_NOUN
спонтанно_ADV	spontaneously_ADV
лапа_NOUN	paw_VERB
сборник_NOUN	compendium_NOUN
прилагательное_NOUN	adjective_ADJ
детка_NOUN	kid_NOUN
квартира_NOUN	apartment_NOUN
благодарность_NOUN	gratitude_NOUN
леопард_NOUN	leopard_NOUN
индийский_ADJ	indian_ADJ
стабилизация_NOUN	stabilize_VERB
способность_NOUN	ability_NOUN
прославление_NOUN	glorification_NOUN
базар_NOUN	bazaar_NOUN
конюшня_NOUN	stable_NOUN
бурундук_NOUN	chipmunk_NOUN
диссонанс_NOUN	dissonance_NOUN
накапливаться_VERB	accumulate_VERB
роды_NOUN	birth_NOUN
частушка_NOUN	limerick_NOUN
упоминать_VERB	mention_VERB
преследование_NOUN	harass_VERB
безуспешный_ADJ	unsuccessful_ADJ
аудитория_NOUN	audience_NOUN
пятно_NOUN	stain_NOUN
функционально_ADV	functionally_ADV
экспортировать_VERB	export_NOUN
цензура_NOUN	censorship_NOUN
расширение_NOUN	expansion_NOUN
несчастный_ADJ	miserable_ADJ
грабли_NOUN	rake_VERB
помилование_NOUN	clemency_NOUN
мир_NOUN	world_NOUN
трудолюбивый_ADJ	hardwork_VERB
татарин_NOUN	tatar_NOUN
трубка_NOUN	pipe_NOUN
суждение_NOUN	judgment_NOUN
покрытие_NOUN	coat_VERB
идти_VERB	go_VERB
венерический_ADJ	venereal_ADJ
спекулянт_NOUN	speculator_NOUN
поворот_NOUN	rotate_VERB
дейл_NOUN	dale_NOUN
хронологический_ADJ	chronological_ADJ
варвар_NOUN	barbarian_NOUN
фокус_NOUN	trick_NOUN
начинать_VERB	beginner_NOUN
линч_NOUN	lynch_VERB
неполноценность_NOUN	inferiority_NOUN
преобразовывать_VERB	transform_NOUN
шина_NOUN	tyre_NOUN
